Word, Length, #Unique Characters, Optimal Guesses Required, Optimal Incorrect Guesses Required, Optimal Guesses, Optimal options at 10, Easy Guesses Required, Easy Incorrect Guesses Required, Easy options at 10
countersigns, 12, 10, 3, 0, i t s,0,5,1,0
countess, 8, 7, 5, 1, e s n i o,0,7,2,0
countesses, 10, 7, 4, 1, e r n s,0,5,2,0
counties, 8, 8, 9, 1, e s i o t n u m c,0,12,5,0
counting, 8, 7, 8, 2, e i n g u o d c,0,12,7,0
countless, 9, 8, 7, 1, e s n l t u a,0,6,2,0
countries, 9, 9, 9, 2, e s i a n r u o d,0,5,1,0
country, 7, 7, 8, 5, e i a o u y l d,0,6,3,0
countryman, 10, 9, 4, 2, e i o a,0,5,2,0
countrymen, 10, 9, 5, 2, e s d r n,0,4,1,0
countryside, 11, 11, 12, 2, e a i n d y r t u o c w,0,7,1,0
countrywide, 11, 11, 12, 1, e a i n d y r t u o c w,0,7,2,0
counts, 6, 6, 11, 6, e a i o u s d t n m f,0,12,7,0
county, 6, 6, 11, 5, e a i o u s y l t n c,0,12,8,0
coup, 4, 4, 10, 7, e a o s l r n y c p,0,13,10,20
coupe, 5, 5, 8, 5, e a o s r g l c,0,12,9,3
coupes, 6, 6, 10, 6, e r d s l i a o u g,0,12,8,0
couple, 6, 6, 6, 2, e l a u o b,0,13,8,0
coupled, 7, 7, 10, 5, e r d l b i a u o s,0,13,7,0
coupler, 7, 7, 7, 3, e r i l b a u,0,13,7,0
couplers, 8, 8, 7, 2, e s r l b d u,0,13,6,0
couples, 7, 7, 9, 5, e r d s i l b a u,0,13,7,0
couplet, 7, 7, 7, 4, e r d s n t p,0,11,7,0
couplets, 8, 8, 9, 3, e s r n t u l o b,0,11,6,0
coupling, 8, 8, 9, 3, e i n g a o u c r,0,13,7,0
couplings, 9, 9, 8, 2, e i s n g r l u,0,10,5,0
coupon, 6, 5, 8, 4, e a i o r n c p,0,13,9,2
coupons, 7, 6, 8, 3, e i a o s n c p,0,13,8,0
coups, 5, 5, 9, 5, e s a o l r n c p,0,13,9,9
courage, 7, 7, 6, 1, e a t r g u,0,11,7,0
courageous, 10, 8, 3, 0, e s o,0,4,1,0
courageously, 12, 10, 9, 1, i e l s y g a r u,0,4,1,0
courgette, 9, 7, 4, 1, e i t r,0,4,1,0
courgettes, 10, 8, 3, 0, e r s,0,4,1,0
courier, 7, 6, 6, 2, e r a o u n,0,8,4,0
couriers, 8, 7, 7, 2, e s r a u o n,0,8,3,0
course, 6, 6, 7, 3, e l i a o u c,0,8,4,0
coursebook, 10, 8, 3, 1, e i o,0,4,2,0
coursed, 7, 7, 4, 0, e r d s,0,8,4,0
courses, 7, 6, 4, 1, e r d s,0,8,4,0
coursework, 10, 8, 4, 1, e i o s,0,6,4,0
coursing, 8, 8, 10, 3, e i n g a o u c r t,0,8,3,0
court, 5, 5, 10, 7, e s a o y u d t n l,0,8,5,0
courted, 7, 7, 7, 3, e r d s l c h,0,8,4,0
courteous, 9, 7, 6, 1, e s n r o u,0,6,3,0
courteously, 11, 9, 3, 1, e n r,0,4,1,0
courtesan, 9, 9, 3, 0, e s n,0,3,0,0
courtesans, 10, 9, 5, 1, e i o a t,0,4,0,0
courtesies, 10, 8, 3, 0, e r s,0,5,1,0
courtesy, 8, 8, 3, 0, e s t,0,7,3,0
courthouse, 10, 8, 7, 2, e a i o s h r,0,4,1,0
courtier, 8, 7, 6, 2, e s d r i t,0,6,2,0
courtiers, 9, 8, 4, 0, e s r i,0,5,1,0
courting, 8, 8, 10, 2, e i n g a o u c r t,0,8,3,0
courtly, 7, 7, 8, 3, e i a o u y l r,0,8,5,0
courtmartial, 12, 9, 3, 1, i n r,0,3,1,0
courtroom, 9, 6, 4, 3, e i a o,0,4,2,0
courtrooms, 10, 7, 7, 2, e i o s m r t,0,4,2,0
courts, 6, 6, 10, 6, e a i o u s d t n l,0,8,4,0
courtship, 9, 9, 4, 2, e i a o,0,5,2,0
courtships, 10, 9, 5, 2, e i n t r,0,6,3,0
courtyard, 9, 8, 6, 3, e i a o u s,0,5,2,0
courtyards, 10, 9, 7, 2, e i o a u s t,0,5,2,0
couscous, 8, 4, 6, 4, e i a o s p,0,7,5,0
cousin, 6, 6, 8, 3, e a i o n b c s,0,7,3,0
cousinly, 8, 8, 4, 2, e i s h,0,7,3,0
cousins, 7, 6, 5, 2, e i n g s,0,7,3,0
couther, 7, 7, 7, 3, e r i l s c h,0,8,4,0
couture, 7, 6, 4, 2, e a i u,0,7,4,0
couturier, 9, 7, 5, 2, e s d r u,0,6,2,0
couturiers, 10, 8, 4, 0, e s r o,0,5,1,0
covalent, 8, 8, 6, 1, e s t n a l,0,4,0,0
covalently, 10, 9, 4, 1, e i o a,0,4,0,0
covariance, 10, 8, 3, 0, e a i,0,4,1,0
covariances, 11, 9, 4, 1, e i t n,0,3,1,0
cove, 4, 4, 12, 9, e a o r l d n p v w m h,1,21,17,12
coven, 5, 5, 9, 6, e s d r l n o w k,0,12,8,0
covenant, 8, 7, 7, 3, e r i a o s n,0,6,1,0
covenanted, 10, 8, 4, 2, e r i a,0,6,1,0
covenanters, 11, 9, 3, 0, e s r,0,6,1,0
covenants, 9, 8, 6, 2, e i r a s n,0,6,1,0
covens, 6, 6, 9, 5, e s r l o m n d k,0,11,7,0
cover, 5, 5, 12, 8, e s d r a i o w v m l h,0,18,14,3
coverage, 8, 7, 6, 3, e l i a m c,0,8,4,0
coverages, 9, 8, 7, 2, e s i o a r t,0,6,3,0
coveralls, 9, 8, 5, 1, e i r a l,0,8,3,0
covered, 7, 6, 8, 3, e r d a o w v h,0,18,13,2
covering, 8, 8, 10, 3, e r i g n a o w v h,0,18,11,2
coverings, 9, 9, 6, 1, e i s o l n,0,6,2,0
coverlet, 8, 7, 5, 2, e d s r t,0,2,0,0
coverlets, 9, 8, 4, 0, e s r t,0,2,0,0
covers, 6, 6, 11, 6, e s r a i o w v m l h,0,18,13,2
coversheet, 10, 8, 3, 0, e r t,0,2,0,0
covert, 6, 6, 7, 5, e s n l a o y,0,7,4,0
covertly, 8, 8, 7, 3, e r i n l y b,0,7,4,0
coverts, 7, 7, 8, 3, e a i o s r v n,0,7,3,0
coverup, 7, 7, 6, 3, e a i o s p,0,8,5,0
coverups, 8, 8, 6, 4, e r i n l t,0,8,4,0
coves, 5, 5, 14, 10, e s a i o d p m r n l x k v,4,21,16,4
covet, 5, 5, 10, 5, e s d r l n o t c v,0,14,10,2
coveted, 7, 6, 6, 2, e r d n t c,0,4,1,0
coveting, 8, 8, 6, 1, e r i n g c,0,4,1,0
covetous, 8, 7, 6, 3, e r i a o s,0,7,3,0
covetousness, 12, 8, 3, 2, i e r,0,2,0,0
covets, 6, 6, 8, 4, e s r l o m n t,0,14,9,1
cow, 3, 3, 13, 11, a o t d b w v s r n m l h,3,18,15,35
coward, 6, 6, 10, 6, e a s i t n r d w p,0,7,5,0
cowardice, 9, 8, 4, 0, e a i r,0,6,2,0
cowardly, 8, 8, 9, 3, e i a r y l d w p,0,6,4,0
cowards, 7, 7, 11, 5, e i a y s u r w d o t,0,7,4,0
cowboy, 6, 5, 7, 5, e a i o r n w,0,10,9,1
cowboys, 7, 6, 8, 5, e i a o s n t w,0,12,9,2
cowed, 5, 5, 12, 7, e s d a o p w v t r m c,0,18,13,3
cower, 5, 5, 13, 8, e s d r a i o w t p m l c,0,18,13,3
cowered, 7, 6, 9, 4, e r d a o w t p l,0,18,12,2
cowering, 8, 8, 11, 4, e r i g n a o w t p l,0,18,10,2
cowers, 6, 6, 12, 6, e s r a i o w t p m l c,0,18,12,2
cowgirl, 7, 7, 7, 5, e i n s y a o,0,8,5,0
cowgirls, 8, 8, 7, 2, e i s n o l r,0,7,4,0
cowhand, 7, 7, 10, 4, e i a s o n d l c h,0,9,5,0
cowherd, 7, 7, 7, 3, e s r y c t h,0,9,5,0
cowing, 6, 6, 15, 9, e a i n g o p w v t s r m l c,2,18,12,4
cowl, 4, 4, 11, 7, e a o s l w y j h f c,0,12,9,6
cowled, 6, 6, 10, 4, e r d a o l i w h c,0,12,7,0
cowling, 7, 7, 11, 4, e i n g a o r l w h c,0,12,7,0
coworker, 8, 6, 5, 3, e s d r i,0,6,4,0
coworkers, 9, 7, 4, 0, e s r o,0,4,2,0
cowriter, 8, 7, 5, 2, e s d r i,0,5,1,0
cowritten, 9, 8, 6, 2, e s d r n c,0,6,1,0
cows, 4, 4, 12, 9, e a o s t b d w v r m l,1,18,14,23
cowshed, 7, 7, 8, 4, e r d l s t h a,0,9,5,0
cowsheds, 8, 7, 4, 2, e s r i,0,7,4,0
cowslip, 7, 7, 8, 3, e i a o n p s w,0,8,5,0
cowslips, 8, 7, 6, 2, e i n s p w,0,8,5,0
cox, 3, 3, 11, 8, a o t d b w p n c y x,0,20,18,35
coxcomb, 7, 5, 7, 4, e i a o s c b,0,10,9,1
coxcombs, 8, 6, 7, 3, e i a o c s b,0,10,8,0
coxed, 5, 5, 14, 10, e s d a o p w n v b y h x f,4,18,14,3
coxes, 5, 5, 14, 9, e s a i o d p m r n l x f c,2,21,17,4
coxing, 6, 6, 14, 8, e a i n g o p w d v h x f c,0,18,13,4
coxswain, 8, 8, 7, 1, e i a o n c w,0,7,2,0
coy, 3, 3, 10, 7, a o t d b w p n c y,0,19,16,35
coyly, 5, 4, 5, 3, e s a o y,0,11,9,1
coyness, 7, 6, 8, 4, e s n i a o w t,0,10,6,0
coyote, 6, 5, 6, 4, e l i a o s,0,4,1,0
coyotes, 7, 6, 8, 5, e r d s i l c n,0,4,1,0
cozier, 6, 6, 9, 3, e r a i o s d c z,0,16,11,2
crab, 4, 4, 6, 3, e a r b g d,0,17,14,14
crabby, 6, 5, 9, 5, e a s r y n c g t,0,17,14,2
crabs, 5, 5, 10, 6, e s a r y g p c w m,0,18,14,4
crack, 5, 4, 8, 5, e s a r n t l c,0,12,9,5
crackable, 9, 7, 6, 1, e a b l r t,0,8,5,0
crackdown, 9, 8, 6, 3, e i a o s r,0,8,4,0
crackdowns, 10, 9, 5, 2, e i o a r,0,7,3,0
cracked, 7, 6, 6, 1, e r d i a c,0,12,7,0
cracker, 7, 5, 6, 2, e r i o a c,0,12,8,0
crackers, 8, 6, 8, 4, e s r t o a w b,0,12,7,0
cracking, 8, 7, 9, 2, e i n g a s c k r,0,12,7,0
crackle, 7, 6, 8, 4, e a l r g t b z,0,12,7,0
crackled, 8, 7, 10, 4, e s d a r l p g z k,0,12,6,0
crackles, 8, 7, 9, 3, e s i a r l g m k,0,12,6,0
crackling, 9, 8, 7, 2, e i n g r p c,0,12,6,0
crackly, 7, 6, 7, 5, e i a s r n t,0,8,6,0
crackpot, 8, 7, 6, 3, e i a o p x,0,6,3,0
crackpots, 9, 8, 5, 2, e i a o s,0,6,3,0
cracks, 6, 5, 11, 7, e a s r n t l p d q k,0,12,8,0
cradle, 6, 6, 6, 1, e l a b r c,0,10,6,0
cradled, 7, 6, 5, 0, e r d l a,0,11,6,0
cradles, 7, 7, 7, 1, e r d s g l a,0,10,5,0
cradling, 8, 8, 11, 4, e i n g a s c r m l w,0,11,5,0
craft, 5, 5, 10, 6, e s a r n t f k g d,0,12,8,0
crafted, 7, 7, 10, 5, e r d i a c m l h k,0,12,6,0
crafter, 7, 6, 9, 5, e r i o a c s l m,0,11,7,0
craftier, 8, 7, 9, 4, e s d r i o u a t,0,11,6,0
craftiest, 9, 8, 5, 0, e s t i a,0,6,2,0
craftily, 8, 8, 6, 3, e i n s a t,0,7,4,0
crafting, 8, 8, 10, 4, e i n g a s c r m l,0,12,6,0
crafts, 6, 6, 9, 4, e a s r n t f g d,0,12,7,0
craftsman, 9, 8, 10, 3, e i a n m r s t f d,0,11,6,0
craftsmanship, 13, 11, 7, 0, i a p h n m s,0,3,1,0
craftsmen, 9, 9, 3, 0, e s r,0,6,2,0
craftspeople, 12, 10, 3, 1, i e a,0,3,0,0
crafty, 6, 6, 9, 4, e a s r y n c g t,0,11,8,0
crag, 4, 4, 10, 7, e a r b t y m c p n,0,17,13,14
craggy, 6, 5, 8, 3, e a s r y n c g,0,17,13,2
crags, 5, 5, 8, 3, e s a r y g d c,0,17,12,4
cram, 4, 4, 10, 7, e a r b t y m p g d,0,14,10,14
crammed, 7, 6, 7, 1, e r d i a c m,0,14,8,0
crammer, 7, 5, 9, 4, e r i o a c s l m,0,12,8,0
cramming, 8, 7, 9, 2, e i n g a s c r m,0,14,8,0
cramp, 5, 5, 9, 6, e s a r n t l c y,0,14,10,5
cramped, 7, 7, 7, 1, e r d i a c m,0,14,8,0
cramping, 8, 8, 9, 2, e i n g a s c r m,0,14,8,0
crampon, 7, 7, 7, 3, e i a s r n o,0,6,3,0
crampons, 8, 8, 6, 2, e i a o s p,0,6,3,0
cramps, 6, 6, 8, 4, e a s r n t l p,0,12,8,0
crams, 5, 5, 10, 5, e s a r y g p c w m,0,14,9,4
cran, 4, 4, 10, 6, e a r b t y m c p n,0,12,8,0
cranberries, 11, 8, 2, 0, e r,0,3,1,0
cranberry, 9, 7, 3, 1, e s r,0,6,3,0
crane, 5, 5, 8, 4, e a s r c z v t,0,8,4,0
craned, 6, 6, 8, 3, e r s d a c z v,0,8,4,0
cranes, 6, 6, 8, 3, e r s a c z v t,0,8,3,0
cranial, 7, 6, 5, 2, e i n s a,0,6,3,0
craning, 7, 6, 7, 3, e i n g a o l,0,8,4,0
cranium, 7, 7, 7, 2, e i n s a m u,0,12,7,0
crank, 5, 5, 10, 6, e s a r n g k p f d,0,12,8,0
cranked, 7, 7, 10, 4, e r d i a c m l h k,0,12,6,0
cranking, 8, 7, 10, 4, e i n g u a k l r f,0,12,7,0
cranks, 6, 6, 9, 4, e a s r n g k p f,0,12,7,0
crankshaft, 10, 9, 6, 3, e i o a r t,0,4,2,0
cranky, 6, 6, 7, 2, e a s r y n k,0,11,8,0
crannies, 8, 7, 8, 2, e s i o a r n g,0,12,5,0
cranny, 6, 5, 8, 4, e a s r y n t g,0,12,8,0
crap, 4, 4, 9, 5, e a r b t y m c p,0,16,12,14
crash, 5, 5, 8, 3, e s t a h l r c,0,12,7,0
crashed, 7, 7, 9, 3, e r d i a c m l h,0,9,4,0
crasher, 7, 6, 7, 2, e r i o a c s,0,12,6,0
crashers, 8, 6, 6, 1, e s r c h u,0,7,4,0
crashes, 7, 6, 7, 2, e r d s h c u,0,8,4,0
crashing, 8, 8, 10, 4, e i n g a s t h l u,0,9,3,0
crashingly, 10, 10, 9, 2, e i l y n g s r u,0,7,3,0
crashland, 9, 8, 7, 2, e i a l d n s,0,7,4,0
crashlanded, 11, 9, 4, 1, e i a d,0,6,3,0
crashlanding, 12, 10, 5, 1, i n g e d,0,6,3,0
crass, 5, 4, 6, 2, e s a r g c,0,12,8,0
crasser, 7, 5, 7, 2, e r i o a c s,0,8,4,0
crassly, 7, 6, 4, 2, e i a s,0,7,5,0
crassness, 9, 6, 5, 1, e s n r o,0,7,3,0
crate, 5, 5, 8, 3, e a s r c z v t,0,12,7,0
crateful, 8, 8, 8, 2, e s r l a u f g,0,12,6,0
crater, 6, 5, 6, 2, e r a g d c,0,12,7,0
cratered, 8, 6, 4, 0, e d r t,0,8,4,0
craters, 7, 6, 7, 2, e s r a d t g,0,12,6,0
crates, 6, 6, 8, 2, e r s a c z v t,0,12,6,0
cravat, 6, 5, 5, 3, e a s r m,0,3,1,0
cravats, 7, 6, 6, 2, e i a r v s,0,3,1,0
crave, 5, 5, 7, 2, e a s r c z v,0,21,16,2
craved, 6, 6, 8, 2, e r s d a c z v,0,21,15,2
craven, 6, 6, 8, 3, e r s d n v a g,0,12,7,0
cravenly, 8, 8, 8, 1, e s r l y n a v,0,12,6,0
craves, 6, 6, 7, 1, e r s a c z v,0,21,15,2
craving, 7, 7, 12, 7, e i n g a s r b t y d m,0,12,7,0
cravings, 8, 8, 9, 3, e i s n g a r t w,0,11,6,0
crawl, 5, 5, 10, 5, e s a r n t l w d c,0,12,8,0
crawled, 7, 7, 8, 2, e r d i a c m l,0,12,6,0
crawler, 7, 6, 8, 3, e r i o a c s l,0,12,7,0
crawlers, 8, 7, 7, 2, e s r t o a w,0,10,5,0
crawling, 8, 8, 11, 3, e i n g a s c r m l w,0,12,6,0
crawls, 6, 6, 10, 4, e a s r n t l w d c,0,12,7,0
craws, 5, 5, 9, 4, e s a r y g p c w,0,18,13,4
crayfish, 8, 8, 8, 3, e i n s t h r c,0,12,6,0
crayon, 6, 6, 5, 2, e a s r y,0,11,7,0
crayoned, 8, 8, 7, 2, e s d a r l c,0,6,2,0
crayons, 7, 7, 9, 4, e i a s n o l r g,0,11,6,0
craze, 5, 5, 6, 1, e a s r c z,0,21,17,2
crazed, 6, 6, 7, 1, e r s d a c z,0,21,16,2
crazes, 6, 6, 6, 0, e r s a c z,0,21,16,2
crazier, 7, 6, 5, 1, e r i c o,0,12,7,0
craziest, 8, 8, 7, 2, e s t i u a f,0,8,2,0
crazily, 7, 7, 9, 5, e i n s y l d h z,0,8,5,0
craziness, 9, 8, 7, 2, e s n i d u a,0,5,2,0
crazy, 5, 5, 9, 5, e s a r n t l c y,0,14,11,5
creak, 5, 5, 8, 3, e s a r k w f c,0,14,10,2
creaked, 7, 6, 8, 3, e r d a c t s m,0,14,9,1
creakier, 8, 6, 6, 2, e r i a m s,0,14,9,1
creakiest, 9, 8, 7, 1, e s t i a r m,0,14,7,0
creaking, 8, 8, 10, 3, e i n g r a c t s m,0,14,8,0
creaks, 6, 6, 8, 2, e s a r k w f c,0,14,9,1
creaky, 6, 6, 8, 3, e s r a y m k f,0,14,10,2
cream, 5, 5, 9, 4, e s a r k d t m c,0,14,9,2
creamed, 7, 6, 8, 2, e r d a c t s m,0,14,8,0
creamer, 7, 5, 6, 2, e r a t m d,0,12,8,0
creamery, 8, 6, 3, 1, e r s,0,7,5,0
creamier, 8, 6, 6, 1, e r i a m d,0,14,8,0
creamiest, 9, 8, 8, 1, e s t i a r m d,0,14,6,0
creaming, 8, 8, 10, 2, e i n g r a c t s m,0,14,7,0
creams, 6, 6, 7, 3, e s a r k d t,0,14,8,0
creamy, 6, 6, 7, 2, e s r a y m d,0,14,9,2
crease, 6, 5, 5, 1, e r c a t,0,12,7,0
creased, 7, 6, 7, 1, e r d a c t s,0,12,6,0
creases, 7, 5, 6, 2, e r d s a g,0,12,7,0
creasing, 8, 8, 9, 1, e i n g r a c t s,0,12,5,0
creatable, 9, 7, 6, 1, e a l b t n,0,6,3,0
create, 6, 5, 5, 0, e r c a t,0,2,0,0
created, 7, 6, 6, 0, e r d a c t,0,8,4,0
creates, 7, 6, 6, 2, e r d s c l,0,7,3,0
creating, 8, 8, 8, 0, e i n g r a c t,0,8,2,0
creation, 8, 8, 6, 1, e i n o t s,0,4,0,0
creationism, 11, 10, 6, 0, e i s n o t,0,3,0,0
creationist, 11, 9, 6, 0, e i s n o t,0,2,0,0
creationists, 12, 9, 5, 0, i s t n r,0,2,0,0
creations, 9, 9, 5, 1, e r n g a,0,4,0,0
creative, 8, 7, 5, 0, e r a i t,0,5,1,0
creatively, 10, 9, 7, 1, e s y l v i r,0,5,1,0
creativeness, 12, 9, 2, 0, i e,0,2,0,0
creativity, 10, 8, 4, 1, e i g t,0,3,0,0
creator, 7, 6, 2, 0, e r,0,4,0,0
creators, 8, 7, 4, 1, e i r t,0,4,0,0
creature, 8, 6, 4, 1, e r u s,0,5,2,0
creatures, 9, 7, 3, 0, e r s,0,3,0,0
creche, 6, 4, 3, 0, e r c,0,9,6,0
creches, 7, 5, 5, 1, e r d s c,0,9,5,0
credence, 8, 5, 4, 0, e r n c,0,7,5,0
credentials, 11, 10, 5, 0, e t s i n,0,3,0,0
credibility, 11, 9, 5, 1, e i t y f,0,8,4,0
credible, 8, 7, 6, 3, e r a p c t,0,8,5,0
credibly, 8, 8, 4, 1, e i c t,0,8,5,0
credit, 6, 6, 6, 3, e s r a n t,0,4,2,0
creditability, 13, 10, 8, 1, i a y l b t r f,0,5,1,0
creditable, 10, 9, 5, 1, e i r d o,0,5,1,0
creditably, 10, 10, 6, 1, e i y l r s,0,5,1,0
credited, 8, 6, 6, 2, e r s d t a,0,6,3,0
crediting, 9, 8, 6, 1, e r n g i p,0,4,2,0
creditor, 8, 7, 4, 0, e i c t,0,3,1,0
creditors, 9, 8, 5, 1, e r o t a,0,4,1,0
credits, 7, 7, 6, 1, e r i g t s,0,7,3,0
creditworthiness, 16, 11, 1, 0, i,0,2,0,0
creditworthy, 12, 10, 2, 0, i e,0,2,0,0
credo, 5, 5, 6, 3, e s a l r d,0,4,2,0
credulity, 9, 9, 7, 1, e r n t y i c,0,5,2,0
credulous, 9, 8, 6, 3, e r n t p s,0,8,4,0
creed, 5, 4, 8, 5, e s r g c p l k,0,12,8,0
creeds, 6, 5, 7, 3, e s r g c p k,0,12,7,0
creek, 5, 4, 8, 4, e s r g c p l k,0,16,13,3
creeks, 6, 5, 7, 2, e s r g c p k,0,16,12,2
creel, 5, 4, 7, 3, e s r g c p l,0,10,7,0
creep, 5, 4, 6, 2, e s r g c p,0,16,12,3
creeper, 7, 4, 5, 2, e r n z p,0,12,9,2
creepers, 8, 5, 5, 1, e s r z p,0,12,8,0
creeping, 8, 7, 9, 3, e i g n s h r z p,0,12,7,0
creeps, 6, 5, 6, 1, e s r g c p,0,16,11,2
creepy, 6, 5, 7, 3, e s y r d l p,0,12,9,2
cremate, 7, 6, 5, 1, e r t a p,0,11,7,0
cremated, 8, 7, 5, 1, e r s d c,0,11,6,0
cremates, 8, 7, 4, 0, e r s c,0,11,6,0
cremation, 9, 9, 8, 1, e r n o i t a d,0,11,4,0
cremations, 10, 10, 9, 1, e i s r n o t a d,0,11,3,0
crematoria, 10, 8, 5, 0, e i m t a,0,3,0,0
crematorium, 11, 9, 4, 1, e i n u,0,3,0,0
creme, 5, 4, 6, 3, e s r c t p,0,14,10,2
crenellated, 11, 8, 3, 0, e r d,0,2,0,0
crenellation, 12, 9, 4, 0, i n o t,0,6,0,0
crenellations, 13, 10, 3, 0, i s n,0,2,0,0
creole, 6, 5, 4, 1, e r c a,0,4,2,0
creoles, 7, 6, 6, 1, e r d s c l,0,4,2,0
creosote, 8, 6, 6, 2, e r a p c t,0,3,1,0
crepe, 5, 4, 6, 2, e s r c t p,0,14,11,2
crept, 5, 5, 7, 4, e s a l r d c,0,8,5,0
crepuscular, 11, 8, 3, 1, e i r,0,5,3,0
crescendo, 9, 7, 4, 0, e r n s,0,4,2,0
crescent, 8, 6, 3, 0, e r s,0,7,3,0
crescents, 9, 6, 4, 0, e r n s,0,7,3,0
cress, 5, 4, 6, 3, e s r t p d,0,12,8,0
crest, 5, 5, 6, 2, e s t u r w,0,12,7,0
crested, 7, 6, 7, 2, e r d a t s w,0,12,6,0
crestfallen, 11, 9, 4, 1, e r p t,0,2,0,0
cresting, 8, 8, 9, 2, e i n g r a t s w,0,12,5,0
crests, 6, 5, 6, 1, e s t u c r,0,8,4,0
cretaceous, 10, 8, 5, 1, e r d s a,0,3,0,0
cretan, 6, 6, 5, 2, e s r a b,0,4,1,0
cretans, 7, 7, 6, 2, e r i a s p,0,5,2,0
crete, 5, 4, 5, 1, e s r c t,0,2,0,0
cretin, 6, 6, 7, 2, e s r a n t i,0,5,2,0
cretinous, 9, 9, 6, 0, e r n s i t,0,4,1,0
cretins, 7, 7, 5, 1, e r i g t,0,5,2,0
crevasse, 8, 6, 3, 0, e r a,0,7,4,0
crevasses, 9, 6, 4, 1, e r p s,0,5,3,0
crevice, 7, 5, 5, 2, e r t p c,0,8,5,0
crevices, 8, 6, 4, 0, e r s c,0,12,7,0
crew, 4, 4, 7, 3, e s d r w g c,0,12,9,6
crewed, 6, 5, 6, 1, e d w s c r,0,12,8,0
crewing, 7, 7, 7, 0, e r i g n w c,0,12,7,0
crewman, 7, 7, 5, 1, e r i a w,0,6,3,0
crewmen, 7, 6, 5, 2, e r d s w,0,7,5,0
crews, 5, 5, 6, 1, e s r w t c,0,12,8,0
crib, 4, 4, 10, 7, e a o i t p r g c m,0,14,11,8
cribbage, 8, 7, 5, 1, e a t c r,0,7,4,0
cribbed, 7, 6, 8, 3, e r d i t c p g,0,14,9,1
cribbing, 8, 6, 9, 4, e i n g s r t c p,0,14,10,2
cribs, 5, 5, 10, 6, e s a o i t p r g b,0,12,8,0
crick, 5, 4, 9, 6, e s a o i l r n c,0,12,9,8
cricket, 7, 6, 7, 3, e r d s t c h,0,8,4,0
cricketer, 9, 6, 3, 0, e r t,0,5,2,0
cricketers, 10, 7, 4, 0, e s r t,0,5,2,0
cricketing, 10, 8, 5, 0, e i g n r,0,5,2,0
crickets, 8, 7, 6, 1, e s r t o c,0,8,3,0
cried, 5, 5, 10, 6, e s d a o i r t p f,0,12,7,0
crier, 5, 4, 6, 4, e s d r t y,0,11,8,0
cries, 5, 5, 9, 5, e s a i r t p f d,0,12,7,0
crim, 4, 4, 10, 6, e a o i t p r g c m,0,14,10,8
crime, 5, 5, 10, 6, e a o i r p t b m g,0,12,8,0
crimea, 6, 6, 7, 5, e r s d n l p,0,6,3,0
crimes, 6, 6, 9, 5, e r s a i p b t v,0,12,7,0
criminal, 8, 7, 4, 2, e i n g,0,6,3,0
criminalisation, 15, 10, 1, 0, i,0,5,1,0
criminalise, 11, 9, 3, 0, e a i,0,5,2,0
criminalised, 12, 10, 2, 0, i s,0,5,2,0
criminalising, 13, 9, 1, 0, i,0,4,3,0
criminality, 11, 9, 9, 2, e i t y l a n r g,0,5,2,0
criminally, 10, 8, 8, 2, e i a y l r n g,0,6,3,0
criminals, 9, 8, 8, 2, e i s l a n r g,0,5,3,0
criminological, 14, 9, 3, 0, i g l,0,3,2,0
criminologist, 13, 10, 1, 0, i,0,4,2,0
criminologists, 14, 10, 3, 0, i g l,0,4,2,0
criminology, 11, 9, 3, 1, e i r,0,5,3,0
crimp, 5, 5, 9, 6, e s a o i l r n c,0,12,9,8
crimped, 7, 7, 8, 2, e r d i t c p s,0,14,8,0
crimping, 8, 7, 9, 3, e i n g s r t c p,0,14,9,2
crimson, 7, 7, 5, 2, e i r y s,0,7,3,0
cringe, 6, 6, 8, 3, e l i r g f a n,0,12,7,0
cringed, 7, 7, 8, 2, e r d i t c p g,0,12,6,0
cringes, 7, 7, 9, 3, e r d s i t g n f,0,12,6,0
cringing, 8, 5, 8, 3, e i n g r w f c,0,12,8,0
crinkle, 7, 7, 7, 1, e a i l r k c,0,12,6,0
crinkled, 8, 8, 10, 3, e s d a o i l r k c,0,12,5,0
crinkling, 9, 7, 6, 2, e i n l g w,0,12,7,0
crinkly, 7, 7, 8, 2, e i r y l k n w,0,12,7,0
crinoline, 9, 7, 5, 1, e a i l c,0,5,2,0
cripple, 7, 6, 10, 6, e a i l r k t f d g,0,12,7,0
crippled, 8, 7, 10, 5, e s d a o i l r k g,0,12,6,0
cripples, 8, 7, 9, 4, e s i l r k z g b,0,12,6,0
crippling, 9, 7, 7, 1, e i n g l r c,0,12,7,0
cripplingly, 11, 8, 3, 2, e i t,0,5,4,0
crises, 6, 5, 6, 1, e r s i p c,0,12,7,0
crisis, 6, 4, 6, 3, e a i r g c,0,7,5,0
crisp, 5, 5, 7, 3, e s t a i r p,0,12,8,0
crisped, 7, 7, 8, 1, e r d i t c p s,0,12,6,0
crisper, 7, 6, 8, 3, e r i t g d s p,0,12,7,0
crispier, 8, 6, 6, 2, e s i r l k,0,12,7,0
crispiest, 9, 7, 7, 2, e s t i r l k,0,12,6,0
crisply, 7, 7, 9, 3, e i r y l k g s p,0,12,7,0
crispness, 9, 7, 6, 0, e s n r i p,0,12,6,0
crisps, 6, 5, 7, 3, e a i s t r p,0,12,8,0
crispy, 6, 6, 8, 4, e a i s y r l k,0,12,8,0
crisscrossed, 12, 7, 5, 0, i e r o s,0,7,3,0
